Index	Label
4901001-เอ็ม-150	0
0300008-กล้วยหอมทอง	30
3801004-กาแฟเบอร์ดี้ โรบัสต้า	0
0500397-HOT เนสกาแฟริชอโรม่า 36 กรัม	12
3801007-เนสกาแฟเอสเปรสโซแคน	0
4901014-เครื่องดื่มคาราบาวแดง	0
3301056-มาม่าคัพ ต้มยำกุ้งน้ำข้น 60 ก.(ด)	71
3301205-มาม่าคัพ รสหมูสับ 60 ก.(ด)	71
3301058-มาม่าคัพ ต้มยำกุ้ง 60 ก.(ด)	71
7200003-บุหรี่ SMS Red (แดง)	1
4902003-สปอนเซอร์ขวด ออริจินัล	0
4200026-โค้ก500มล.	39
4200043-เป๊ปซี่ 410 มล.	39
3401060-แบรนด์ซุปไก่  42 ซีซี	12
7200004-บุหรี่ SMS Green (เขียว)	1
3800324-กาแฟเบอร์ดี้ เอสเพรสโซ่ 180 มล.	0
4200041-เป๊ปซี่ 550 มล.	39
3800441-อิชิตันกรีนน้ำผึ้งมะนาว PET420	40
6000866-ดับเบิ้ลแซนด์วิชกระเป๋าไส้ปูอัดและแฮมมายองเนสLP	9
4900012-เรดดี้ (สีแดง)	0
6000251-แซนด์วิชหมูหยองโบโลน่าLP	11
6000820-ดับเบิ้ลแซนด์วิชกระเป๋าหมูหยองมายองเนสและปูอัดLP	11
6000957-ดับเบิ้ลแซนด์วิชกระเป๋าไส้ปูอัดและทูน่ามายองเนสLP	11
4200046-เป๊ปซี่ 1 ลิตร	43
4201017-โค้ก 1.25 ลิตร	43
4900034-จีเอสดี ตังกุยจับ	0
3301055-มาม่า รสต้มยำกุ้งน้ำข้น 55 ก.(ด)	49
4200151-โค้ก 1.6 ลิตร	43
1900094-ข้าวกะเพราหมู	26
3800695-เบอร์ดี้ลาเต้180มล.	0
6000818-ดับเบิ้ลแซนด์วิชกระเป๋าหมูหยองมายองเนสและทูน่าLP	11
3301320-ไวไวควิกคัพ รสต้มโคล้ง 60 ก.	71
1900019-ข้าวกะเพราไก่+ไข่ดาว	26
6000107-พายไส้ข้าวโพดEB	11
4100054-เลย์ร็อครสหมึกย่างฮอตชิลลี่ 50ก.	13
6000914-ดับเบิ้ลแซนด์วิชกระเป๋าแฮมและหมูหยองพริกเผาLP	11
6000582-แซนด์วิชหมูหยองน้ำสลัดLP	11
6001366-FHไส้ถั่วแดง	10
6000673-แซนด์วิชปูอัดLP	11
4200091-เอสโคล่า 1 ลิตร	43
6001370-FHไส้สังขยา	10
3802045-โออิชิกรีนทีน้ำผึ้งผสมมะนาว PET	42
2902507-นมเปรี้ยว UHT ดัชมิลล์รวม ด.180	8
6000508-แซนด์วิชโบโลน่ามายองเนสLP	11
3300353-มาม่าออเรียลทัล รสฮอตโคเรียน 85 กรัม	63
2901503-UHTโฟร์โมสต์ชอคฯ ด.225	8
6001364-FHไส้เผือก	10
3300119-มาม่าคัพรสเย็นตาโฟต้มยำหม้อไฟ 60 กรัม	71
4100392-Hถั่วลิสงโก๋แก่อบเกลือ 42 ก.	16
4102767-Hปลาหมึกอบเบนโตะรสทรงเครื่อง 20 ก.	14
6000307-เค้กโรลกลิ่นใบเตยLP	10
3301319-ไวไวควิก รสต้มโคล้ง 60 ก.(ด)	49
6000240-H FHโดนัทเค้กวานิลลา	9
4100228-Hถั่วลิสงทองการ์เด้นอบเกลือ 42 ก.	16
2200006-ข้าวผัดไก่เกาหลี	26
4201018-โค้ก 2 ลิตร	43
4203901-ชเวปส์ มะนาวโซดาแคน 330มล.	38
2200002-ข้าวผัดกะเพราหมู	26
